company_name,category,address,city,postal_code,country,phone,email,website,instagram,facebook,tiktok,youtube,linkedin,google_rating,review_count,has_website,website_quality,lead_score,priority,source,scraped_at,maps_url,website_status,website_final_url,website_http_status,website_https,website_title,website_meta_description,website_h1,website_mobile_meta,website_has_phone,website_has_email,website_impressum,website_datenschutz,website_instagram,website_facebook,website_linkedin,website_youtube,website_tiktok,website_ssl_valid,website_load_time_ms,website_contact_form,website_robots_txt,website_sitemap,website_score
Elektro Jeske - Technik mit System,Elektriker,"Bachstraße 16, 31195 Lamspringe",Lamspringe,,Deutschland,05060 961494,,http://www.elektro-jeske.de/,,,,,,5.0,,true,NIEDRIG,,,Google Maps,2026-09-15T11:17:07.726735,https://www.google.com/maps/place/Elektro+Jeske+-+Technik+mit+System/data=!4m7!3m6!1s0x47bab682ff7b77df:0x3aa90ca859201bfe!8m2!3d51.9908683!4d9.9564953!16s%2Fg%2F1tft_n96!19sChIJ33d7_4K2ukcR_hsgWagMqTo?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,http://www.elektro-jeske.de/,200,false,,,,false,false,false,false,false,false,false,false,false,false,false,133,false,false,false,18
Ingo Bartels Elektrotechnik,Elektriker,"Brink 5, 31195 Lamspringe",Lamspringe,,Deutschland,05183 5363,,,,,,,,,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:17:15.568321,https://www.google.com/maps/place/Ingo+Bartels+Elektrotechnik/data=!4m7!3m6!1s0x47bab5131b33b5a1:0xefb3891853d0070a!8m2!3d51.9720022!4d9.9553908!16s%2Fg%2F11q3sknbc3!19sChIJobUzGxO1ukcRCgfQUxiJs-8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Böhm Elektro-Installations-GmbH Nordstemmen,Elektriker,"Hauptstraße 138 B, 31171 Nordstemmen",Nordstemmen,,Deutschland,05069 96333,info@elektro-boehm.de,http://www.boehm-elektrotechnik.de/,,,,,,4.3,,true,HOCH,,,Google Maps,2026-09-15T11:17:36.353285,https://www.google.com/maps/place/B%C3%B6hm+Elektro-Installations-GmbH+Nordstemmen/data=!4m7!3m6!1s0x47baa37f03571eb3:0x7ab91c8a296fd0f5!8m2!3d52.1677263!4d9.7922808!16s%2Fg%2F1tfcgwhy!19sChIJsx5XA3-jukcR9dBvKYocuXo?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://boehm-elektrotechnik.de/,200,true,Böhm Elektro-Installations-GmbH,Für die Sicherheit Ihrer elektrischen Anlagen,Elektro-Böhm Nordstemmen,true,true,true,true,true,false,false,false,false,false,false,1290,true,true,true,92
T. Langowski,Elektriker,"Berliner Str. 1, 31171 Nordstemmen",Nordstemmen,,Deutschland,05069 8518,,,,,,,,3.7,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:17:42.579574,https://www.google.com/maps/place/T.+Langowski/data=!4m7!3m6!1s0x47baa481ea004395:0x3926d927b838186f!8m2!3d52.1638479!4d9.7932402!16s%2Fg%2F1tfvg9w_!19sChIJlUMA6oGkukcRbxg4uCfZJjk?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Elektroservice-Borrmann,Elektriker,"Oder-Neiße-Weg 2, 31171 Nordstemmen-Burgstemmen",Nordstemmen,,Deutschland,01516 1621887,,http://www.industrieservice-borrmann.de/,,,,,,4.9,,true,MITTEL,,,Google Maps,2026-09-15T11:17:51.080390,https://www.google.com/maps/place/Elektroservice-Borrmann/data=!4m7!3m6!1s0x47baa381c993cccd:0x33f50f1467b68473!8m2!3d52.1466401!4d9.7771157!16s%2Fg%2F11kj42j8d5!19sChIJzcyTyYGjukcRc4S2ZxQP9TM?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,http://www.industrieservice-borrmann.de/,200,false,Startseite,,Wir bie­ten Ihnen seit 2008 fol­gen­de Dienst­leis­tungen im Prüf­an­la­gen- und Son­der­ma­schi­nen­bau:,true,false,false,true,true,false,false,false,false,false,false,769,false,true,false,58
Arnd Bollmann e.K. Heizung - Sanitär - Elektro,Elektriker,"Adenoyser Str. 8, 31171 Nordstemmen-Adensen",Nordstemmen,,Deutschland,05044 237,,,,,,,,4.2,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:17:58.066893,https://www.google.com/maps/place/Arnd+Bollmann+e.K.+Heizung+-+Sanit%C3%A4r+-+Elektro/data=!4m7!3m6!1s0x47baa256f394f80b:0xf3753a7204fe2488!8m2!3d52.1761893!4d9.7293792!16s%2Fg%2F1tq8hnt2!19sChIJC_iU81aiukcRiCT-BHI6dfM?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Scharnberger + Hasenbein Elektro GmbH,Elektriker,"Calenberger Str. 21, 31171 Nordstemmen",Nordstemmen,,Deutschland,05069 80630,info@scharnberger-hasenbein.de,http://www.scharnberger-hasenbein.de/,,,,,,5.0,,true,MITTEL,,,Google Maps,2026-09-15T11:18:12.294075,https://www.google.com/maps/place/Scharnberger+%2B+Hasenbein+Elektro+GmbH/data=!4m7!3m6!1s0x47baa381d9683e81:0x775b427f48e1222!8m2!3d52.1688411!4d9.7891638!16s%2Fg%2F1tfmgxz5!19sChIJgT5o2YGjukcRIhKO9Ce0dQc?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://scharnberger-hasenbein.de/,200,true,Scharnberger + Hasenbein Elektro GmbH,,S+H - Der Lichtprofi,true,true,true,true,true,false,false,false,false,false,false,5843,true,true,true,74
Industrieservice Borrmann,Elektriker,"Oder-Neiße-Weg 2, 31171 Nordstemmen",Nordstemmen,,Deutschland,05069 8068920,,http://www.industrieservice-borrmann.de/,,,,,,4.3,,true,MITTEL,,,Google Maps,2026-09-15T11:18:20.294015,https://www.google.com/maps/place/Industrieservice+Borrmann/data=!4m7!3m6!1s0x47baa35deb885f29:0x91cecae26991150!8m2!3d52.1467789!4d9.7770894!16s%2Fg%2F11d_tq3cdn!19sChIJKV-I612jukcRUBGZJq7sHAk?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,http://www.industrieservice-borrmann.de/,200,false,Startseite,,Wir bie­ten Ihnen seit 2008 fol­gen­de Dienst­leis­tungen im Prüf­an­la­gen- und Son­der­ma­schi­nen­bau:,true,false,false,true,true,false,false,false,false,false,false,407,false,true,false,58
Wunderlich Elektronik GmbH,Elektriker,"Helperder Str. 3, 31157 Sarstedt",Sarstedt,,Deutschland,05066 600050,info@wunderlich-elektronik.de,http://www.wunderlich-elektronik.de/,,,,,,5.0,,true,MITTEL,,,Google Maps,2026-09-15T11:18:45.160563,https://www.google.com/maps/place/Wunderlich+Elektronik+GmbH/data=!4m7!3m6!1s0x47baa6e288594a47:0xe1ebc5f4ebc8b588!8m2!3d52.2526954!4d9.8517366!16s%2Fg%2F1tdm7f71!19sChIJR0pZiOKmukcRiLXI6_TF6-E?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.wunderlich-elektronik.de/,200,true,Wunderlich Elektronik GmbH – Ihr Spezialist für kundenspezifische Industrieelektronik,,,true,true,true,true,true,false,false,false,false,false,false,5417,false,true,true,60
Elektrobau Gintaut GmbH,Elektriker,"Mühlenstraße 2, 31157 Sarstedt",Sarstedt,,Deutschland,05066 65955,,,,,,,,5.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:18:52.064057,https://www.google.com/maps/place/Elektrobau+Gintaut+GmbH/data=!4m7!3m6!1s0x47baa6ec205a68bd:0x395babfe2e5f41f6!8m2!3d52.2322997!4d9.8553528!16s%2Fg%2F11d_tp2dpc!19sChIJvWhaIOymukcR9kFfLv6rWzk?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
EP:Burandt + Hoffmann,Elektriker,"Holztorstraße 55, 31157 Sarstedt",Sarstedt,,Deutschland,05066 2783,burandt.hoffmann@htp-tel.de,https://www.ep.de/burandt-hoffmann,,,,,,4.7,,true,HOCH,,,Google Maps,2026-09-15T11:18:58.925378,https://www.google.com/maps/place/EP:Burandt+%2B+Hoffmann/data=!4m7!3m6!1s0x47baa6e976c3fac7:0x3db20c899735c227!8m2!3d52.2337397!4d9.8496126!16s%2Fg%2F1tywx1c0!19sChIJx_rDdummukcRJ8I1l4kMsj0?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.ep.de/burandt-hoffmann,200,true,EP:Burandt + Hoffmann - in Sarstedt I ElectronicPartner,Ihr Fachhändler für Unterhaltungselektronik & Haushaltsgeräte ✓ Aktuelle Angebote ✓ Top Beratung ✓ Bester Service ✓ Onlineshop ✓ kostenfreie Abholung ✓,EP:Burandt & Hoffmann: Ihr Experte in Sachen Technik und Elektronik,true,true,true,true,true,true,true,false,false,false,false,391,true,true,true,96
Elektrotechnik-Acik,Elektriker,"Zum Holzfeld 32, 30880 Laatzen",Sarstedt,,Deutschland,01511 4140966,,,,,,,,4.6,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:19:06.819817,https://www.google.com/maps/place/Elektrotechnik-Acik/data=!4m7!3m6!1s0x47baa13e247a7969:0x7970ab54f7683174!8m2!3d52.2863262!4d9.8325185!16s%2Fg%2F11rqlft1gk!19sChIJaXl6JD6hukcRdDFo91SrcHk?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
Elektro-Höfer; Höfer GmbH & Co. KG,Elektriker,"Ippenstedter Str. 23, 30982 Pattensen-Jeinsen",Sarstedt,,Deutschland,05066 7685,,https://elektro-hoefer.de/,,,,,,4.3,,true,,,,Google Maps,2026-09-15T11:19:13.858059,https://www.google.com/maps/place/Elektro-H%C3%B6fer;+H%C3%B6fer+GmbH+%26+Co.+KG/data=!4m7!3m6!1s0x47baa15922957ed9:0xd9d38e4417432b5d!8m2!3d52.2149818!4d9.790423!16s%2Fg%2F1tdltcv0!19sChIJ2X6VIlmhukcRXStDF0SO09k?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,NICHT ERREICHBAR,,,,,,,,,,,,,,,,,,,,,,
Elektro Service Staudte,Elektriker,"Am Kamp 16, 30880 Laatzen",Sarstedt,,Deutschland,0511 2613815,info@elektro-staudte.de,https://www.elektro-staudte.de/,,,,,,5.0,,true,MITTEL,,,Google Maps,2026-09-15T11:19:20.971916,https://www.google.com/maps/place/Elektro+Service+Staudte/data=!4m7!3m6!1s0x47b00a746dac7487:0x43cf319dd0c9319c!8m2!3d52.3000414!4d9.8064387!16s%2Fg%2F1v4k5kgv!19sChIJh3SsbXQKsEcRnDHJ0J0xz0M?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektro-staudte.de/,200,true,Solaranlagen Raimo Staudte Hannover-Laatzen,"Elektro-Service Raimo Staudte aus 30880 Hannover-Laatzen: Ihr kompetenter Ansprechpartner rund um die Neuerrichtung, Erweiterung, Optimierung und Reparatur von Solaranlagen/Photovoltaikanlagen",SOLARANLAGEN / PHOTOVOLTAIKANLAGEN,true,false,false,true,true,false,false,false,false,false,false,203,false,true,true,74
Schoenfeld Elektrotechnik,Elektriker,"Voss-Straße 32A, 31157 Sarstedt",Sarstedt,,Deutschland,05066 691660,,,,,,,,,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:19:28.587070,https://www.google.com/maps/place/Schoenfeld+Elektrotechnik/data=!4m7!3m6!1s0x47baa6e975022661:0xb4a6520b489929fc!8m2!3d52.227593!4d9.8427337!16s%2Fg%2F11fkf88811!19sChIJYSYCdemmukcR_CmZSAtSprQ?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
H&B ElektroSolution GbR,Elektriker,"Rösenstraße 10, 31185 Söhlde",Schellerten,,Deutschland,01512 1692373,,https://hbelektrosolution.de/,,,,,,4.7,,true,NIEDRIG,,,Google Maps,2026-09-15T11:19:51.188243,https://www.google.com/maps/place/H%26B+ElektroSolution+GbR/data=!4m7!3m6!1s0x47a553e8f2bd81a7:0x62adc940f8875ff6!8m2!3d52.157139!4d10.1646252!16s%2Fg%2F11zcw21v57!19sChIJp4G98uhTpUcR9l-H-EDJrWI?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://hbelektrosolution.de/,200,true,,,,true,false,false,false,false,false,false,false,false,false,false,892,false,true,true,42
MDEC,Elektriker,"Zum Anger 18, 31174 Schellerten-Ottbergen",Schellerten,,Deutschland,05123 4000400,,http://www.mdec.biz/,,,,,,,,true,,,,Google Maps,2026-09-15T11:19:57.657267,https://www.google.com/maps/place/MDEC/data=!4m7!3m6!1s0x47baacfa7c0fb895:0x2faec7279eb9f6a!8m2!3d52.1532365!4d10.0871323!16s%2Fg%2F1w0sbzq6!19sChIJlbgPfPqsukcRap_reXLs-gI?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,NICHT ERREICHBAR,,,,,,,,,,,,,,,,,,,,,,
Haustechnik Gleitz,Elektriker,"Zankenburg 10, 31174 Schellerten",Schellerten,,Deutschland,05123 4090550,shk-gleitz@web.de,http://www.gleitz-haustechnik.de/,,,,,,3.3,,true,HOCH,,,Google Maps,2026-09-15T11:20:05.028407,https://www.google.com/maps/place/Haustechnik+Gleitz/data=!4m7!3m6!1s0x47baab34c6a7cc9f:0x16f73337c25a8be!8m2!3d52.2267645!4d10.1234006!16s%2Fg%2F11fb12w1dh!19sChIJn8ynxjSrukcRvqglfDNzbwE?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.gleitz-haustechnik.de,200,true,"Haustechnik Gleitz, Start, 31774 Schellerten","Start, Ölheizung, Gasheizung, Pelletheizung, Wärmepumpen, Solaranlagen, Blockheizkraftwerk, Lüftung, Bad Planung / Renovierung, Wartung,  in 31774 Schellerten",Trinkwasserhygiene: Ein Fall für den SHK-Profi,true,true,true,true,true,false,false,false,false,false,false,772,false,true,true,84
Enegieberatung Ingenieur Aigner,Elektriker,"Eulenstraße 4, 31174 Schellerten",Schellerten,,Deutschland,05123 4525,aigner@andreasaigner.de,http://www.andreasaigner.de/,,,,,,5.0,,true,MITTEL,,,Google Maps,2026-09-15T11:20:13.027566,https://www.google.com/maps/place/Enegieberatung+Ingenieur+Aigner/data=!4m7!3m6!1s0x47baacfbce69a725:0xa138addca414ba17!8m2!3d52.1508387!4d10.0840027!16s%2Fg%2F1tdkl9yl!19sChIJJadpzvusukcRF7oUpNytOKE?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,http://www.andreasaigner.de/,200,false,Ihr Energieberater,"EDL, Energieausweis, Energieberatung, Energieberater, Andreas Aigner Bau Architektur Ingenieur Energiemanagement Gutachten Entwurfsverfasser Ottbergen Schellerten Hildesheim Energieberatung KfW BAFA dena Wärmeschutz Dampfdiffusion Wärmedurchgang luftdicht 1946 Gewerbe KMU systemische Optimierung Stromeinsparung",Ingenieurbüro Ottbergen Dipl.-Ing. Andreas Aigner,false,true,true,true,true,false,false,false,false,false,false,1909,false,true,true,59
Dalhoff & Heise GmbH,Elektriker,"Inselweg 5, 31174 Schellerten",Schellerten,,Deutschland,05123 4009966,kontakt@dalhoffundheise.de,https://dalhoffundheise.de/,,,,,,5.0,,true,HOCH,,,Google Maps,2026-09-15T11:20:20.691478,https://www.google.com/maps/place/Dalhoff+%26+Heise+GmbH/data=!4m7!3m6!1s0x47baabe0747f0dff:0x347add714266258d!8m2!3d52.2066294!4d10.1057084!16s%2Fg%2F11y4n4vzyz!19sChIJ_w1_dOCrukcRjSVmQnHdejQ?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://dalhoffundheise.de/,200,true,"Sanitär, Heizung und Klimatechnik | Dalhoff & Heise GmbH","Sanitär, Heizung & Klimatechnik aus Hildesheim. Dalhoff & Heise – Ihr Fachbetrieb für Bad, Heizung und Wärmepumpen. Jetzt beraten lassen!",Meisterbetrieb Dalhoff und Heise,true,true,true,true,true,false,false,false,false,false,false,906,true,true,true,92
Kakstein GmbH Elektro-Sanitär-Heizung,Elektriker,"Nettlinger Str. 18, 38272 Burgdorf",Schellerten,,Deutschland,05347 75931770,,http://www.kakstein.de/,,,,,,4.6,,true,HOCH,,,Google Maps,2026-09-15T11:20:28.502114,https://www.google.com/maps/place/Kakstein+GmbH+Elektro-Sanit%C3%A4r-Heizung/data=!4m7!3m6!1s0x47a553a12530fc65:0xad13c18e5a9e6a4a!8m2!3d52.1520652!4d10.1953468!16s%2Fg%2F1tj72m00!19sChIJZfwwJaFTpUcRSmqeWo7BE60?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.kakstein.de/,200,true,Kakstein GmbH Elektro-Sanitär-Heizung: Home,"Wir sind für Sie rund um die Uhr im Einsatz - wir reparieren, installieren, konfigurieren und sanieren. Ihr Fachbetrieb",117343_kakstein,true,true,false,true,true,false,false,false,false,false,false,336,true,true,true,88
Jörg Bokelmann,Elektriker,"Teichstraße 16, 31174 Schellerten-Ottbergen",Schellerten,,Deutschland,05123 7800,shk-bokelmann@t-online.de,http://www.bokelmann-shk.de/,,,,,,4.4,,true,HOCH,,,Google Maps,2026-09-15T11:20:35.180640,https://www.google.com/maps/place/J%C3%B6rg+Bokelmann/data=!4m7!3m6!1s0x47baacf909667083:0xb114dc992e043546!8m2!3d52.1512135!4d10.0808277!16s%2Fg%2F1thn4mh0!19sChIJg3BmCfmsukcRRjUELpncFLE?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.bokelmann-shk.de/,200,true,Herzlich willkommen - Schellerten,Herzlich willkommen bei Jörg Bokelmann Heizungsbau und Sanitäranlagen in Schellerten,,true,true,true,true,true,false,false,false,false,false,false,471,true,true,true,86
TDZ Photovoltaik,Elektriker,"Friedhofsstraße 10, 31249 Hohenhameln",Schellerten,,Deutschland,05128 400492,info@tdz-online.de,http://www.tdz-online.de/,,,,,,4.7,,true,MITTEL,,,Google Maps,2026-09-15T11:20:47.120685,https://www.google.com/maps/place/TDZ+Photovoltaik/data=!4m7!3m6!1s0x47baaaf153a4af9f:0x5455618ad677ade6!8m2!3d52.2417473!4d10.1169385!16s%2Fg%2F1vn17mr3!19sChIJn6-kU_GqukcR5q131ophVVQ?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://tdz-online.de/,200,true,TDZ – Photovoltaik | Planung | Beratung | Installation – Peine – Hildesheim – Braunschweig – Hannover,,TDZ - Photovoltaik | Planung | Beratung | Installation - Peine - Hildesheim - Braunschweig - Hannover,true,true,true,true,true,false,false,false,false,false,false,6111,true,true,true,74
Netzgesellschaft Hildesheimer Land-Ladestation,Elektriker,"Rathausstraße 8, 31174 Schellerten",Schellerten,,Deutschland,0800 2255793,redaktion@hildesheimer-presse.de,https://hildesheimer-presse.de/,,,,,,1.0,,true,HOCH,,,Google Maps,2026-09-15T11:20:54.079051,https://www.google.com/maps/place/Netzgesellschaft+Hildesheimer+Land-Ladestation/data=!4m7!3m6!1s0x47baac9d1bb0cfef:0x1f111a2f509e6e65!8m2!3d52.182132!4d10.10414!16s%2Fg%2F11mt03yvxs!19sChIJ78-wG52sukcRZW6eUC8aER8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://hildesheimer-presse.de/,200,true,Hildesheimer Presse – ✔ unabhängig ✔ überparteilich ❤ kostenfrei,,Neue Ausstellung „Zu Fuß.“ startet im Hildesheimer Dommuseum,true,true,false,true,true,false,false,false,false,false,false,337,true,true,true,80
Elektro Marhauer,Elektriker,"Hauptstraße 26, 31079 Sibbesse",Sibbesse,,Deutschland,09250 05065,info@mkd-elektro.de,https://www.mkd-elektro.de/,,,,,,,,true,HOCH,,,Google Maps,2026-09-15T11:21:11.375132,https://www.google.com/maps/place/Elektro+Marhauer/data=!4m7!3m6!1s0x47bab0ebcbb40001:0x98f31c1393468285!8m2!3d52.0545189!4d9.9022332!16s%2Fg%2F11fmz2q4z2!19sChIJAQC0y-uwukcRhYJGkxMc85g?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.mkd-elektro.de/,200,true,Elektro Elektrogeräte | Sibbesse | MKD-Elektro,"Ihre Elektriker für Elektroinstallation, Elektrotechnik, Elektrogeräte und vielem mehr aus Sibbesse nahe Hildesheim - MKD-Elektro  - Jetzt hier informieren.",MKD-Elektro  aus Sibbesse,true,true,false,true,true,false,false,false,false,false,false,616,true,true,true,88
Jens Löffler Elektromeister,Elektriker,"Laubaner Weg 6, 31079 Sibbesse-Almstedt",Sibbesse,,Deutschland,05060 406,,,,,,,,5.0,,false,KEINE WEBSITE,,,Google Maps,2026-09-15T11:21:18.403744,https://www.google.com/maps/place/Jens+L%C3%B6ffler+Elektromeister/data=!4m7!3m6!1s0x47bab14f50982713:0x84b2b3c89744ef46!8m2!3d52.0361215!4d9.955539!16s%2Fg%2F11g9dp7qtb!19sChIJEyeYUE-xukcRRu9El8izsoQ?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100
